ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia
2962,2021-10-14,SDU,JPA,3.7,529.34,1111.23,1998.26,Baixa,60,71%,AeroBrasil Connect
2963,2023-01-25,CGH,BSB,1.6,585.68,1454.77,2339.99,Alta,21,73%,AeroBrasil Connect
2964,2020-01-11,SSA,BEL,3.2,662.75,1632.76,2930.28,Alta,68,56%,AeroBrasil Connect
2965,2023-02-23,PVH,BSB,4.9,2367.07,5596.75,8947.62,Altíssima,89,80%,AeroBrasil Connect
2966,2021-07-01,BEL,FOR,3.3,1184.85,2914.05,4955.27,Alta,63,53%,AeroBrasil Connect
2967,2020-02-09,CWB,GIG,2.8,797.58,1732.4,2906.43,Alta,8,54%,AeroBrasil Connect
2968,2020-07-15,CWB,PVH,4.7,1013.52,2301.58,4014.58,Alta,60,59%,AeroBrasil Connect
2969,2022-06-10,MAO,SSA,3.1,1067.72,2261.22,3741.58,Média,39,89%,AeroBrasil Connect
2970,2023-03-24,AJU,CGR,4.9,1520.99,3774.0,5985.04,Baixa,2,93%,AeroBrasil Connect
2971,2024-08-11,CGB,GIG,5.0,1167.21,2635.52,4117.0,Baixa,50,73%,AeroBrasil Connect
2972,2020-05-27,JPA,BEL,4.2,529.12,1235.25,2067.34,Baixa,56,35%,AeroBrasil Connect
2973,2019-06-14,THE,FLN,1.5,428.37,870.04,1902.77,Média,32,94%,AeroBrasil Connect
2974,2022-01-22,CWB,SSA,3.5,1444.23,2962.22,5105.53,Alta,42,92%,AeroBrasil Connect
2975,2024-03-15,RBR,BEL,2.0,388.29,810.8,1702.63,Baixa,58,91%,AeroBrasil Connect
2976,2024-12-25,SLZ,GIG,3.1,1609.33,3502.02,5935.29,Altíssima,60,74%,AeroBrasil Connect
2977,2019-02-05,RBR,GIG,1.8,788.22,1796.2,3143.63,Alta,71,80%,AeroBrasil Connect
2978,2019-07-14,GIG,SSA,3.8,1113.51,2450.47,4155.23,Alta,67,84%,AeroBrasil Connect
2979,2022-06-23,BEL,GIG,3.1,773.52,1615.12,2815.23,Média,72,85%,AeroBrasil Connect
2980,2020-11-17,CGR,THE,2.5,368.98,846.69,1555.16,Média,80,40%,AeroBrasil Connect
2981,2023-05-06,THE,JPA,4.6,1270.47,2826.17,4492.39,Baixa,70,91%,AeroBrasil Connect
2982,2020-01-08,GIG,CGB,1.9,426.57,1046.09,1531.89,Alta,71,59%,AeroBrasil Connect
2983,2024-03-07,IGZ,FOR,4.7,827.39,2060.27,3000.76,Baixa,50,78%,AeroBrasil Connect
2984,2022-12-16,THE,FLN,1.5,703.56,1472.6,2563.79,Alta,86,87%,AeroBrasil Connect
2985,2022-12-13,GRU,IGZ,2.0,534.06,1128.6,2012.68,Alta,63,94%,AeroBrasil Connect
2986,2019-12-01,CWB,FOR,3.7,1193.56,2594.18,5215.96,Alta,36,72%,AeroBrasil Connect
2987,2024-12-12,SLZ,POA,2.4,664.86,1597.07,2884.97,Alta,85,71%,AeroBrasil Connect
2988,2022-11-23,PLU,CGH,1.2,290.07,664.84,1078.57,Média,69,75%,AeroBrasil Connect
2989,2020-08-08,IGZ,RBR,3.7,425.86,1024.22,1883.49,Baixa,46,55%,AeroBrasil Connect
2990,2019-05-23,FOR,MAO,1.2,229.51,492.34,897.51,Baixa,44,69%,AeroBrasil Connect
2991,2023-12-26,CGR,CGB,1.9,979.9,2103.44,3531.56,Altíssima,60,94%,AeroBrasil Connect
2992,2022-09-18,GIG,CNF,4.2,755.29,1754.13,2819.38,Baixa,38,90%,AeroBrasil Connect
2993,2022-06-13,PVH,GRU,2.2,769.62,1641.04,3210.18,Média,87,81%,AeroBrasil Connect
2994,2022-12-08,REC,FOR,3.8,1188.68,2700.9,4552.99,Alta,90,67%,AeroBrasil Connect
2995,2023-08-23,VIX,GRU,1.0,202.91,468.21,900.92,Baixa,22,93%,AeroBrasil Connect
2996,2023-10-22,MAO,FOR,2.7,696.69,1600.52,2582.16,Baixa,5,78%,AeroBrasil Connect
2997,2019-03-23,CGH,POA,4.4,1284.03,2722.99,5707.93,Baixa,5,81%,AeroBrasil Connect
2998,2022-02-28,PLU,FLN,1.6,493.84,1000.85,2168.5,Alta,56,76%,AeroBrasil Connect
2999,2023-02-02,THE,CGB,1.1,272.13,582.39,1172.37,Alta,29,91%,AeroBrasil Connect
3000,2021-07-15,GRU,BSB,1.8,558.11,1136.0,2131.29,Alta,67,55%,AeroBrasil Connect
3001,2022-06-20,CWB,CGB,3.5,979.11,2103.04,4367.53,Média,76,94%,AeroBrasil Connect
3002,2021-10-11,PVH,AJU,2.5,434.13,920.35,1792.61,Baixa,43,60%,AeroBrasil Connect
3003,2020-10-23,RBR,GIG,2.8,354.55,808.22,1462.26,Baixa,38,43%,AeroBrasil Connect
3004,2020-12-11,BSB,IGZ,4.4,1514.53,3706.22,6472.56,Alta,9,29%,AeroBrasil Connect
3005,2024-09-06,PLU,GIG,2.6,591.91,1393.88,2126.46,Baixa,10,92%,AeroBrasil Connect
3006,2021-08-10,CGR,BEL,2.3,406.72,948.64,1616.14,Baixa,7,56%,AeroBrasil Connect
3007,2022-10-09,VIX,REC,1.1,212.91,431.85,920.31,Baixa,20,82%,AeroBrasil Connect
3008,2021-11-28,POA,FOR,3.9,857.18,1836.82,3631.69,Média,38,55%,AeroBrasil Connect
3009,2020-10-07,PLU,CWB,1.9,212.55,443.81,896.23,Baixa,75,21%,AeroBrasil Connect
3010,2023-01-12,CGR,CGB,1.7,584.2,1375.03,2209.63,Alta,76,75%,AeroBrasil Connect
3011,2022-10-09,GIG,BSB,2.1,403.95,890.03,1448.7,Baixa,21,93%,AeroBrasil Connect
3012,2023-02-26,SDU,REC,4.2,1424.17,3206.05,5507.11,Alta,31,88%,AeroBrasil Connect
3013,2019-04-07,PVH,PLU,3.7,691.69,1527.26,2549.32,Baixa,61,70%,AeroBrasil Connect
3014,2020-05-27,BSB,SDU,4.1,343.45,806.39,1272.08,Baixa,81,30%,AeroBrasil Connect
3015,2019-04-02,GIG,BEL,3.4,644.73,1595.96,2289.27,Baixa,22,66%,AeroBrasil Connect
3016,2023-11-17,CGR,GIG,3.3,780.57,1606.81,3178.7,Média,48,74%,AeroBrasil Connect
3017,2024-10-28,AJU,CGH,3.1,466.81,1158.68,1973.23,Baixa,26,71%,AeroBrasil Connect
3018,2024-04-04,VIX,BSB,1.9,352.65,714.79,1340.21,Baixa,82,92%,AeroBrasil Connect
3019,2024-12-03,SLZ,GIG,1.0,449.98,920.71,1626.75,Alta,72,87%,AeroBrasil Connect
3020,2023-08-10,CGH,SSA,4.3,778.46,1565.84,3415.38,Baixa,28,72%,AeroBrasil Connect
3021,2020-05-26,MAO,AJU,2.5,259.17,585.63,1106.64,Baixa,11,51%,AeroBrasil Connect
3022,2021-01-27,CGR,SLZ,2.8,932.16,2168.68,3404.27,Alta,47,54%,AeroBrasil Connect
3023,2019-07-25,IGZ,REC,1.5,410.75,953.45,1736.69,Alta,86,71%,AeroBrasil Connect
3024,2019-11-28,CGB,IGZ,4.9,1274.25,3170.69,5697.23,Média,90,89%,AeroBrasil Connect
3025,2020-10-20,FLN,PLU,1.8,246.21,565.52,930.9,Baixa,4,49%,AeroBrasil Connect
3026,2023-07-13,CGB,PVH,2.0,651.87,1454.07,2300.63,Alta,33,89%,AeroBrasil Connect
3027,2019-12-22,SSA,JPA,4.3,2347.59,4752.17,9204.56,Altíssima,10,92%,AeroBrasil Connect
3028,2020-03-07,BEL,REC,4.4,663.83,1585.99,2518.01,Baixa,45,45%,AeroBrasil Connect
3029,2024-09-23,JPA,THE,1.8,386.61,889.16,1355.15,Baixa,33,70%,AeroBrasil Connect
3030,2023-08-06,BSB,JPA,4.4,681.8,1491.04,3030.98,Baixa,90,82%,AeroBrasil Connect
3031,2024-05-12,SSA,SDU,1.8,473.42,1131.88,2113.28,Baixa,75,93%,AeroBrasil Connect
3032,2021-09-28,FOR,PLU,4.0,718.9,1634.71,2867.72,Baixa,73,67%,AeroBrasil Connect
3033,2022-10-27,RBR,REC,1.6,376.99,798.35,1415.72,Baixa,6,65%,AeroBrasil Connect
3034,2021-09-10,CWB,MAO,3.1,429.44,908.46,1832.3,Baixa,36,72%,AeroBrasil Connect
3035,2020-01-13,POA,SDU,2.8,535.64,1178.31,1940.0,Alta,75,30%,AeroBrasil Connect
3036,2021-09-10,GRU,JPA,1.4,271.87,594.02,1000.01,Baixa,34,58%,AeroBrasil Connect
3037,2019-12-10,CGR,REC,3.8,1547.04,3185.56,5889.45,Alta,55,67%,AeroBrasil Connect
3038,2019-04-13,GIG,JPA,3.4,1089.57,2365.29,4586.3,Baixa,4,88%,AeroBrasil Connect
3039,2021-07-12,MAO,FOR,4.0,1098.1,2336.48,4775.96,Alta,50,57%,AeroBrasil Connect
3040,2020-08-15,GIG,MAO,4.2,478.97,1025.19,1838.27,Baixa,82,37%,AeroBrasil Connect
3041,2023-06-22,CWB,GRU,1.0,305.2,756.18,1264.61,Média,13,92%,AeroBrasil Connect
3042,2020-03-16,PLU,BSB,4.8,651.56,1390.12,2362.37,Baixa,77,44%,AeroBrasil Connect
3043,2019-11-28,IGZ,PLU,2.8,911.22,1928.03,3524.28,Média,51,71%,AeroBrasil Connect
3044,2019-10-11,CGB,RBR,2.8,573.74,1371.49,2354.95,Baixa,26,83%,AeroBrasil Connect
3045,2019-07-22,CNF,CGH,3.2,1021.23,2479.61,4343.92,Alta,90,78%,AeroBrasil Connect
3046,2019-04-09,JPA,RBR,2.0,409.99,826.93,1718.28,Baixa,62,92%,AeroBrasil Connect
3047,2020-08-19,SSA,CGR,3.6,456.98,1049.66,1761.84,Baixa,41,27%,AeroBrasil Connect
3048,2021-10-24,FLN,CWB,3.3,550.53,1293.24,2121.59,Baixa,62,52%,AeroBrasil Connect
3049,2022-03-16,SSA,FOR,3.0,822.43,1950.18,3697.69,Baixa,55,68%,AeroBrasil Connect
3050,2024-02-21,VIX,REC,2.1,1124.9,2381.55,4695.51,Altíssima,42,74%,AeroBrasil Connect
3051,2022-12-07,THE,POA,4.3,1501.46,3542.27,6286.39,Alta,67,94%,AeroBrasil Connect
3052,2024-01-02,GIG,VIX,1.1,310.38,731.27,1174.44,Alta,15,95%,AeroBrasil Connect
3053,2024-06-15,FLN,GIG,4.0,1132.26,2705.07,5027.13,Média,36,92%,AeroBrasil Connect
3054,2021-09-10,GIG,CGR,4.7,780.38,1873.07,2975.88,Baixa,83,70%,AeroBrasil Connect
3055,2021-03-26,THE,REC,3.6,627.98,1479.82,2737.64,Baixa,70,71%,AeroBrasil Connect
3056,2024-08-19,THE,SDU,3.6,698.01,1528.07,2887.82,Baixa,55,69%,AeroBrasil Connect
3057,2024-08-04,GIG,SSA,3.1,717.7,1745.91,3201.04,Baixa,10,88%,AeroBrasil Connect
3058,2019-11-17,PVH,MAO,1.3,397.25,818.5,1783.19,Média,64,65%,AeroBrasil Connect
3059,2019-02-10,FLN,MAO,2.0,919.56,2232.81,3440.18,Alta,15,67%,AeroBrasil Connect
3060,2023-08-12,BEL,FOR,3.9,624.74,1478.03,2667.4,Baixa,64,94%,AeroBrasil Connect
3061,2023-09-28,RBR,PLU,2.3,599.8,1400.26,2681.4,Baixa,65,72%,AeroBrasil Connect
3062,2023-11-27,IGZ,SLZ,2.8,774.5,1793.94,2974.57,Média,73,82%,AeroBrasil Connect
3063,2020-06-04,FOR,GIG,4.0,1031.79,2147.89,3782.54,Média,5,55%,AeroBrasil Connect
3064,2022-10-19,CGH,PVH,2.6,633.18,1402.61,2792.68,Baixa,4,88%,AeroBrasil Connect
3065,2020-09-07,AJU,RBR,5.0,552.46,1332.89,2226.2,Baixa,41,46%,AeroBrasil Connect
3066,2019-12-01,GRU,REC,3.4,1488.92,2993.6,5280.67,Alta,77,65%,AeroBrasil Connect
3067,2020-08-17,PLU,CGH,3.1,406.54,1004.0,1514.28,Baixa,57,46%,AeroBrasil Connect
3068,2019-08-26,PLU,CGR,1.1,229.53,516.97,939.67,Baixa,67,93%,AeroBrasil Connect
3069,2024-12-23,CWB,SLZ,3.9,1849.22,4077.39,6581.86,Altíssima,89,94%,AeroBrasil Connect
3070,2022-05-22,MAO,SSA,2.6,471.46,1102.5,1692.45,Baixa,62,78%,AeroBrasil Connect
3071,2023-09-06,JPA,SDU,2.8,580.28,1161.57,2564.51,Baixa,63,80%,AeroBrasil Connect
3072,2019-04-10,SSA,PLU,1.5,316.1,694.98,1419.82,Baixa,57,70%,AeroBrasil Connect
3073,2020-01-07,BSB,IGZ,2.6,535.57,1319.22,2384.6,Alta,46,36%,AeroBrasil Connect
3074,2020-04-01,PVH,CGR,4.0,623.49,1259.21,2419.83,Baixa,35,49%,AeroBrasil Connect
3075,2021-02-14,JPA,SSA,1.6,416.34,909.31,1509.29,Alta,53,64%,AeroBrasil Connect
3076,2024-09-07,SLZ,PLU,3.5,937.76,2043.45,4068.27,Baixa,9,65%,AeroBrasil Connect
3077,2020-07-24,PLU,CWB,3.4,604.46,1274.53,2271.48,Alta,65,28%,AeroBrasil Connect
3078,2020-09-12,CGR,FLN,1.6,218.98,535.98,948.82,Baixa,31,53%,AeroBrasil Connect
3079,2020-08-22,FOR,SSA,4.0,477.97,1127.4,2067.01,Baixa,31,22%,AeroBrasil Connect
3080,2024-12-23,CGH,GRU,3.2,1648.98,3326.02,6996.73,Altíssima,34,71%,AeroBrasil Connect
3081,2019-05-07,REC,POA,4.5,837.61,2046.8,3362.7,Baixa,82,68%,AeroBrasil Connect
3082,2023-05-12,FLN,RBR,4.1,673.6,1531.57,2978.61,Baixa,84,76%,AeroBrasil Connect
3083,2021-08-08,VIX,SDU,3.4,550.49,1358.4,2299.69,Baixa,82,70%,AeroBrasil Connect
3084,2022-07-19,CGB,FLN,3.2,1199.94,2621.59,5046.97,Alta,82,85%,AeroBrasil Connect
3085,2021-05-24,CGR,BSB,1.4,242.89,542.08,1012.54,Baixa,71,72%,AeroBrasil Connect
3086,2022-05-01,SSA,REC,3.9,838.23,2091.72,3438.87,Baixa,27,79%,AeroBrasil Connect
3087,2023-09-12,PVH,REC,2.1,408.44,980.83,1445.07,Baixa,73,81%,AeroBrasil Connect
3088,2023-08-20,PVH,VIX,4.7,1041.55,2124.92,4033.19,Baixa,29,81%,AeroBrasil Connect
3089,2020-03-04,PVH,JPA,2.5,340.3,813.21,1422.77,Baixa,46,46%,AeroBrasil Connect
3090,2024-01-05,SSA,GRU,2.6,877.32,2034.46,3743.89,Alta,85,94%,AeroBrasil Connect
3091,2022-11-15,POA,BEL,3.0,893.15,2043.98,3601.08,Média,40,92%,AeroBrasil Connect
3092,2020-03-18,AJU,CNF,3.9,395.49,827.6,1442.21,Baixa,31,20%,AeroBrasil Connect
3093,2022-07-06,BSB,SDU,2.3,959.18,2130.23,3554.62,Alta,32,77%,AeroBrasil Connect
3094,2024-07-08,PVH,MAO,3.5,1817.83,4147.27,6944.81,Alta,2,74%,AeroBrasil Connect
3095,2024-05-14,CNF,CWB,4.1,1004.13,2266.09,3732.55,Baixa,11,71%,AeroBrasil Connect
3096,2019-03-24,GIG,GRU,3.6,920.67,2016.35,3568.56,Baixa,61,95%,AeroBrasil Connect
3097,2024-12-06,CNF,IGZ,2.6,846.36,2001.52,3203.54,Alta,25,71%,AeroBrasil Connect
3098,2023-08-09,AJU,REC,3.4,440.8,902.77,1597.39,Baixa,52,86%,AeroBrasil Connect
3099,2023-01-10,THE,JPA,2.7,1698.43,3573.39,7403.21,Alta,4,88%,AeroBrasil Connect
3100,2020-07-10,BEL,PLU,2.8,692.48,1615.03,2779.68,Alta,82,56%,AeroBrasil Connect
3101,2023-06-21,MAO,GIG,2.9,819.58,1884.82,3274.75,Média,80,66%,AeroBrasil Connect
3102,2022-05-25,CGR,CGB,3.6,590.04,1283.36,2354.76,Baixa,15,82%,AeroBrasil Connect
3103,2020-12-09,CWB,AJU,4.3,877.1,2178.95,3543.1,Alta,29,51%,AeroBrasil Connect
3104,2023-01-24,PLU,CGR,2.3,1274.51,2796.91,4900.2,Alta,5,83%,AeroBrasil Connect
3105,2019-09-07,VIX,THE,4.2,627.3,1420.42,2668.32,Baixa,58,79%,AeroBrasil Connect
3106,2023-04-15,MAO,POA,4.3,793.14,1831.74,3175.23,Baixa,53,84%,AeroBrasil Connect
3107,2022-03-24,SSA,CGH,1.6,278.98,673.56,1085.21,Baixa,75,92%,AeroBrasil Connect
3108,2022-10-21,FOR,MAO,4.7,804.47,1821.48,3294.2,Baixa,31,92%,AeroBrasil Connect
3109,2020-02-06,SDU,CGB,2.4,399.12,799.26,1614.8,Alta,66,35%,AeroBrasil Connect
3110,2020-06-28,BEL,CWB,3.5,556.79,1129.89,2214.32,Média,40,20%,AeroBrasil Connect
3111,2021-08-09,VIX,CWB,3.9,736.34,1541.26,2662.45,Baixa,12,71%,AeroBrasil Connect
3112,2021-01-25,POA,IGZ,3.3,1179.35,2683.76,4609.81,Alta,42,72%,AeroBrasil Connect
3113,2023-12-23,GIG,RBR,3.3,1144.03,2586.16,4257.63,Altíssima,40,91%,AeroBrasil Connect
3114,2020-06-05,THE,CWB,3.9,870.65,1965.76,3322.1,Média,14,20%,AeroBrasil Connect
3115,2019-01-06,AJU,SSA,4.1,1117.28,2788.46,4898.47,Alta,68,90%,AeroBrasil Connect
3116,2019-03-28,BEL,CNF,4.4,1048.56,2390.16,4073.41,Baixa,13,82%,AeroBrasil Connect
3117,2024-02-20,BEL,PVH,3.3,1634.81,3575.07,7155.71,Altíssima,82,77%,AeroBrasil Connect
3118,2021-02-19,SDU,CGB,4.3,1551.61,3166.44,6102.64,Altíssima,54,68%,AeroBrasil Connect
3119,2024-08-03,SLZ,GRU,3.1,673.04,1414.73,2465.3,Baixa,20,84%,AeroBrasil Connect
3120,2023-12-26,CNF,GRU,3.0,1299.07,2982.01,4816.35,Altíssima,12,78%,AeroBrasil Connect
3121,2020-02-25,REC,MAO,3.3,729.88,1803.54,3117.81,Alta,7,28%,AeroBrasil Connect
3122,2021-01-22,CGH,REC,2.9,809.2,1843.22,3144.03,Alta,65,65%,AeroBrasil Connect
3123,2024-08-09,THE,GRU,2.6,505.76,1211.04,2144.75,Baixa,25,87%,AeroBrasil Connect
3124,2024-01-21,POA,CGH,5.0,2123.95,4703.83,8475.38,Alta,49,91%,AeroBrasil Connect
3125,2019-03-04,SDU,THE,2.7,487.15,1003.88,2060.58,Baixa,71,67%,AeroBrasil Connect
3126,2024-12-21,PLU,POA,4.5,1862.2,4026.58,7604.7,Altíssima,27,72%,AeroBrasil Connect
3127,2024-09-25,SLZ,AJU,3.9,581.25,1392.3,2508.67,Baixa,21,78%,AeroBrasil Connect
3128,2021-10-14,THE,CGB,3.8,1098.49,2583.59,4540.35,Baixa,4,53%,AeroBrasil Connect
3129,2023-07-28,THE,CGH,4.9,1301.64,2695.03,4619.46,Alta,22,76%,AeroBrasil Connect
3130,2020-07-01,JPA,SDU,2.6,576.93,1375.6,2165.32,Alta,90,26%,AeroBrasil Connect
3131,2024-07-27,CGH,THE,3.8,1264.18,3036.84,5122.22,Alta,15,80%,AeroBrasil Connect
3132,2020-05-14,AJU,SSA,2.1,421.41,845.25,1761.54,Baixa,5,42%,AeroBrasil Connect
3133,2024-06-27,JPA,CGH,2.7,569.36,1252.13,2331.03,Média,60,95%,AeroBrasil Connect
3134,2020-11-20,RBR,THE,4.7,635.28,1463.81,2397.66,Média,64,22%,AeroBrasil Connect
3135,2021-03-22,PVH,CGB,1.1,169.23,374.94,645.81,Baixa,85,64%,AeroBrasil Connect
3136,2020-11-25,RBR,THE,2.2,272.96,627.89,1049.64,Média,79,44%,AeroBrasil Connect
3137,2019-02-13,BEL,SLZ,1.6,631.44,1355.54,2659.75,Alta,17,77%,AeroBrasil Connect
3138,2023-06-19,GRU,BSB,2.0,610.78,1357.76,2374.76,Média,18,77%,AeroBrasil Connect
3139,2019-07-13,BSB,PLU,3.9,1176.53,2660.19,4435.6,Alta,26,65%,AeroBrasil Connect
3140,2022-09-20,RBR,CGB,2.7,515.09,1070.72,2059.14,Baixa,52,68%,AeroBrasil Connect
3141,2022-11-10,CGH,FOR,1.3,382.03,803.46,1610.94,Média,65,94%,AeroBrasil Connect
3142,2020-06-05,MAO,FOR,4.8,842.78,1685.85,3220.29,Média,51,41%,AeroBrasil Connect
3143,2023-10-10,PVH,FLN,4.5,1039.75,2108.91,4442.56,Baixa,48,68%,AeroBrasil Connect
3144,2019-11-12,IGZ,POA,2.3,661.28,1445.38,2588.06,Média,17,71%,AeroBrasil Connect
3145,2021-10-27,PVH,POA,2.2,323.95,763.08,1135.97,Baixa,18,54%,AeroBrasil Connect
3146,2019-03-19,MAO,IGZ,1.9,378.07,877.25,1351.64,Baixa,37,91%,AeroBrasil Connect
3147,2019-09-26,SLZ,JPA,1.9,425.89,987.04,1863.67,Baixa,27,90%,AeroBrasil Connect
3148,2022-10-25,THE,BSB,3.8,563.69,1159.72,2497.46,Baixa,21,89%,AeroBrasil Connect
3149,2020-04-03,REC,SLZ,3.5,503.28,1170.92,2244.69,Baixa,12,53%,AeroBrasil Connect
3150,2024-10-13,BSB,BEL,1.7,349.22,830.24,1374.26,Baixa,68,79%,AeroBrasil Connect
3151,2020-11-11,CNF,JPA,2.9,497.24,1185.23,1889.76,Média,18,42%,AeroBrasil Connect
3152,2023-09-05,REC,IGZ,4.0,722.59,1551.92,2663.24,Baixa,21,85%,AeroBrasil Connect
3153,2024-06-07,SSA,SDU,1.3,341.31,714.46,1203.2,Média,88,81%,AeroBrasil Connect
3154,2019-04-09,SSA,CNF,1.9,488.78,1016.38,2193.16,Baixa,67,70%,AeroBrasil Connect
3155,2022-07-16,CWB,FLN,4.7,1772.51,4404.57,6734.17,Alta,18,82%,AeroBrasil Connect
3156,2024-12-27,JPA,VIX,1.3,485.89,1137.96,2099.8,Altíssima,42,80%,AeroBrasil Connect
3157,2024-07-18,CNF,PVH,1.8,549.44,1125.06,2282.84,Alta,19,89%,AeroBrasil Connect
3158,2022-05-23,GIG,MAO,4.2,849.02,1704.5,3300.73,Baixa,83,65%,AeroBrasil Connect
3159,2021-05-12,BSB,AJU,4.2,732.74,1579.75,3247.19,Baixa,47,59%,AeroBrasil Connect
3160,2020-02-20,PVH,SLZ,1.4,522.03,1275.62,2237.15,Altíssima,31,34%,AeroBrasil Connect
3161,2022-03-20,CWB,PVH,2.9,638.04,1528.69,2426.18,Baixa,7,89%,AeroBrasil Connect
3162,2021-05-20,PVH,SLZ,2.5,469.31,1106.85,1936.79,Baixa,47,72%,AeroBrasil Connect
3163,2024-09-17,JPA,GIG,4.4,1209.45,3021.19,5211.52,Baixa,8,77%,AeroBrasil Connect
3164,2020-02-12,AJU,BSB,3.0,675.73,1425.65,2451.25,Alta,57,49%,AeroBrasil Connect
3165,2021-10-28,CGH,REC,1.9,296.91,641.55,1204.49,Baixa,31,55%,AeroBrasil Connect
3166,2022-01-10,VIX,REC,3.7,1351.04,2969.82,5354.61,Alta,69,88%,AeroBrasil Connect
3167,2022-08-24,SLZ,MAO,1.0,159.95,399.72,681.76,Baixa,51,77%,AeroBrasil Connect
3168,2022-01-01,CGB,VIX,2.5,1085.59,2236.39,4849.39,Alta,72,70%,AeroBrasil Connect
3169,2024-11-18,BSB,SDU,3.3,941.4,2333.91,3450.26,Média,66,92%,AeroBrasil Connect
3170,2023-05-25,VIX,BSB,2.7,495.44,1201.56,2183.06,Baixa,78,71%,AeroBrasil Connect
3171,2024-06-21,AJU,CWB,3.3,865.23,2148.64,3056.39,Média,53,66%,AeroBrasil Connect
3172,2021-09-12,POA,SDU,1.7,299.89,677.91,1267.64,Baixa,28,58%,AeroBrasil Connect
3173,2023-09-03,SDU,JPA,3.6,776.92,1613.67,2922.3,Baixa,57,90%,AeroBrasil Connect
3174,2019-01-28,FLN,IGZ,1.9,761.25,1529.72,3090.0,Alta,62,67%,AeroBrasil Connect
3175,2024-04-26,FLN,MAO,3.5,665.14,1442.71,2560.53,Baixa,90,67%,AeroBrasil Connect
3176,2021-12-27,THE,RBR,3.8,1245.0,2847.2,4603.18,Altíssima,81,52%,AeroBrasil Connect
3177,2019-04-25,CWB,REC,4.6,750.36,1650.7,2947.17,Baixa,65,83%,AeroBrasil Connect
3178,2022-08-16,CNF,AJU,1.8,414.98,990.88,1489.49,Baixa,11,78%,AeroBrasil Connect
3179,2021-10-03,AJU,CNF,1.9,587.98,1367.75,2527.99,Baixa,5,67%,AeroBrasil Connect
3180,2020-07-26,SLZ,BSB,1.8,433.44,1050.99,1566.88,Alta,88,20%,AeroBrasil Connect
3181,2019-01-04,GIG,POA,2.2,995.61,2082.53,3682.57,Alta,2,81%,AeroBrasil Connect
3182,2021-08-20,FOR,PLU,1.3,293.37,713.48,1180.69,Baixa,3,69%,AeroBrasil Connect
3183,2022-02-26,FLN,PLU,4.3,1814.26,3645.35,7872.52,Alta,60,91%,AeroBrasil Connect
3184,2024-10-19,GIG,SSA,4.9,1131.99,2479.86,4655.98,Baixa,86,81%,AeroBrasil Connect
3185,2023-07-15,CGB,POA,2.5,825.76,1700.31,3551.56,Alta,76,66%,AeroBrasil Connect
3186,2020-08-06,CWB,BEL,1.9,222.17,507.39,875.09,Baixa,67,43%,AeroBrasil Connect
3187,2020-05-12,PVH,SLZ,1.4,219.61,487.97,811.56,Baixa,48,43%,AeroBrasil Connect
3188,2022-08-01,SDU,CGB,2.3,523.95,1101.76,2257.37,Baixa,61,68%,AeroBrasil Connect
3189,2024-07-01,AJU,CWB,3.0,1022.58,2372.82,4141.75,Alta,90,82%,AeroBrasil Connect
3190,2019-01-25,JPA,SSA,3.7,1261.91,3146.14,5020.95,Alta,46,95%,AeroBrasil Connect
3191,2023-05-27,REC,CGR,4.7,963.94,2167.03,3535.94,Baixa,37,78%,AeroBrasil Connect
3192,2020-03-16,FLN,SLZ,3.6,461.49,1124.16,1736.97,Baixa,78,42%,AeroBrasil Connect
3193,2021-09-15,RBR,IGZ,2.5,372.98,828.5,1334.64,Baixa,83,68%,AeroBrasil Connect
3194,2021-11-26,IGZ,POA,2.1,465.99,1099.01,1691.41,Média,42,58%,AeroBrasil Connect
3195,2019-06-08,VIX,SLZ,1.7,497.0,1179.89,2043.24,Média,36,82%,AeroBrasil Connect
3196,2021-04-21,PVH,MAO,2.3,274.62,668.27,970.11,Baixa,46,64%,AeroBrasil Connect
3197,2022-09-01,CNF,POA,3.1,647.54,1482.98,2387.18,Baixa,49,82%,AeroBrasil Connect
3198,2023-02-08,CWB,PVH,2.5,1347.62,2881.68,5768.9,Alta,7,81%,AeroBrasil Connect
3199,2022-04-15,REC,CGH,4.9,844.53,2060.62,3140.32,Baixa,47,67%,AeroBrasil Connect
3200,2024-05-27,GRU,SSA,2.3,477.96,1079.36,2088.37,Baixa,20,93%,AeroBrasil Connect
3201,2022-11-19,CWB,REC,1.8,409.24,905.86,1715.39,Média,61,77%,AeroBrasil Connect
3202,2022-07-24,CGH,POA,1.9,641.28,1533.87,2641.64,Alta,64,69%,AeroBrasil Connect
3203,2021-02-11,PVH,BSB,4.1,1118.95,2694.27,3976.05,Alta,75,74%,AeroBrasil Connect
3204,2019-01-06,RBR,SLZ,2.7,1014.96,2332.54,3669.06,Alta,16,82%,AeroBrasil Connect
3205,2021-09-09,AJU,VIX,2.9,412.71,874.13,1788.9,Baixa,68,56%,AeroBrasil Connect
3206,2022-02-09,MAO,REC,4.6,1385.02,3425.49,5579.01,Alta,49,85%,AeroBrasil Connect
3207,2020-06-01,CNF,CGB,4.0,528.07,1256.95,1863.56,Média,54,31%,AeroBrasil Connect
