ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Voo,Classe_Aviao
572,2024-11-14,BSB,FCO,9.5,7930.5,20551.38,55434.1,Média,173,72%,Global Wings International,Internacional,A330
573,2023-06-07,BSB,GIG,3.1,1472.43,3918.39,8666.94,Alta,47,71%,Global Wings International,Doméstico,A330
574,2024-06-10,BSB,LHR,8.5,7024.86,22820.87,37567.58,Alta,49,76%,Global Wings International,Internacional,B777
575,2023-01-14,CNF,FLN,2.2,1430.94,4333.45,9707.26,Alta,53,71%,Global Wings International,Doméstico,A330
576,2022-06-03,SSA,FCO,9.0,9524.0,25654.02,54740.27,Alta,46,84%,Global Wings International,Internacional,A330
577,2019-05-25,GIG,POA,2.3,643.23,1675.43,4540.74,Baixa,13,83%,Global Wings International,Doméstico,B777
578,2023-04-06,SSA,REC,3.2,747.09,2161.28,5052.35,Baixa,171,80%,Global Wings International,Doméstico,B777
579,2019-09-06,POA,LIS,7.9,5073.19,13405.53,30295.26,Baixa,70,74%,Global Wings International,Internacional,B787
580,2024-01-03,CNF,EZE,6.6,7647.36,26143.41,49987.39,Alta,135,80%,Global Wings International,Internacional,A330
581,2023-05-07,GIG,MAD,6.1,2685.18,8045.04,20694.6,Baixa,136,76%,Global Wings International,Internacional,A330
582,2019-06-07,POA,MAD,8.1,4586.11,15619.37,26660.97,Alta,39,75%,Global Wings International,Internacional,A350
583,2020-02-05,BSB,PTY,7.0,2449.59,8086.24,19289.48,Média,148,34%,Global Wings International,Internacional,A350
584,2019-02-16,GIG,LIS,9.0,4694.72,15292.35,26977.47,Média,55,81%,Global Wings International,Internacional,A350
585,2023-12-12,CNF,JFK,6.1,5995.7,15917.94,39273.03,Alta,163,73%,Global Wings International,Internacional,A330
586,2019-01-01,FLN,SSA,3.1,2634.15,7092.32,17427.46,Alta,153,81%,Global Wings International,Doméstico,B787
587,2019-05-08,POA,SCL,7.4,3863.44,12242.32,28226.36,Baixa,39,83%,Global Wings International,Internacional,B787
588,2024-06-17,REC,POA,2.8,1368.31,3946.77,7593.86,Alta,22,72%,Global Wings International,Doméstico,B777
589,2024-07-25,GIG,SCL,10.0,7464.86,25172.47,57429.41,Alta,70,84%,Global Wings International,Internacional,B777
590,2023-07-28,FOR,JFK,10.0,8258.94,27069.64,59997.37,Alta,62,78%,Global Wings International,Internacional,A330
591,2022-10-15,SSA,FLN,2.4,627.0,1942.47,4666.72,Baixa,88,84%,Global Wings International,Doméstico,A330
592,2024-03-23,SSA,SCL,8.9,3291.85,8687.82,17382.7,Baixa,162,81%,Global Wings International,Internacional,B777
593,2019-08-09,POA,MIA,9.4,7136.73,19963.98,55932.31,Média,53,77%,Global Wings International,Internacional,A330
594,2019-01-23,POA,SCL,9.6,7506.98,24362.8,42146.73,Alta,100,70%,Global Wings International,Internacional,A350
595,2019-01-13,POA,CNF,1.6,849.3,2461.27,4410.47,Alta,39,81%,Global Wings International,Doméstico,B787
596,2019-03-02,REC,FOR,3.4,1091.93,3365.3,7566.38,Baixa,24,84%,Global Wings International,Doméstico,B787
597,2024-07-26,FLN,PTY,9.7,6038.11,20582.77,37378.92,Alta,130,70%,Global Wings International,Internacional,A350
598,2024-09-14,FOR,JFK,6.2,3760.06,10979.01,27030.21,Baixa,79,72%,Global Wings International,Internacional,A330
599,2022-05-02,CNF,EZE,7.1,3807.95,12663.19,21536.38,Baixa,44,76%,Global Wings International,Internacional,A350
600,2022-08-11,FOR,LIS,7.2,5540.71,14928.67,41189.37,Média,26,80%,Global Wings International,Internacional,B787
601,2024-11-05,GRU,MAD,11.7,7626.89,21213.66,50047.56,Média,118,74%,Global Wings International,Internacional,B787
602,2024-04-13,POA,LHR,8.7,3267.36,9202.86,17253.97,Baixa,117,82%,Global Wings International,Internacional,A330
603,2024-07-26,GIG,POA,3.4,1553.17,4632.73,11227.34,Alta,10,82%,Global Wings International,Doméstico,A350
604,2024-06-09,REC,EZE,7.2,5539.13,15152.92,41047.14,Alta,11,79%,Global Wings International,Internacional,A330
605,2024-07-08,CNF,MAD,11.4,9160.26,30818.68,51051.45,Alta,72,84%,Global Wings International,Internacional,A330
606,2022-04-17,GRU,JFK,11.9,3864.62,10500.2,23093.88,Baixa,100,81%,Global Wings International,Internacional,A330
607,2023-01-05,GIG,EZE,6.4,3849.51,12212.18,29474.13,Alta,150,71%,Global Wings International,Internacional,B777
608,2019-07-13,SSA,CDG,6.0,4507.83,12903.03,28237.81,Alta,72,72%,Global Wings International,Internacional,B787
609,2022-08-06,POA,BSB,2.3,896.03,2521.96,5359.41,Média,64,79%,Global Wings International,Doméstico,A330
610,2022-04-03,GRU,POA,3.1,1144.72,3785.78,8078.87,Baixa,108,85%,Global Wings International,Doméstico,A350
611,2024-03-28,SSA,SCL,6.4,2855.05,7144.29,17521.42,Baixa,178,85%,Global Wings International,Internacional,B777
612,2023-08-09,GIG,EZE,11.8,8545.21,22580.01,58591.21,Média,99,79%,Global Wings International,Internacional,B787
613,2019-09-05,GIG,REC,3.1,604.02,1735.65,4349.19,Baixa,21,73%,Global Wings International,Doméstico,B777
614,2023-05-02,SSA,SCL,11.8,6245.59,17672.5,42044.28,Baixa,117,84%,Global Wings International,Internacional,B787
615,2024-04-19,POA,EZE,7.8,2748.85,8626.9,21088.34,Baixa,127,74%,Global Wings International,Internacional,A350
616,2021-02-02,GRU,LHR,10.4,2819.43,7826.26,15581.35,Média,159,51%,Global Wings International,Internacional,B777
617,2024-10-06,SSA,FOR,2.1,627.02,1739.5,3870.34,Baixa,102,79%,Global Wings International,Doméstico,B777
618,2023-02-20,POA,JFK,6.8,4626.13,13743.04,36786.31,Média,130,70%,Global Wings International,Internacional,B777
619,2022-10-22,GIG,MIA,6.5,4022.28,12461.62,28240.55,Baixa,12,85%,Global Wings International,Internacional,B777
620,2024-02-05,FOR,POA,2.0,912.04,3068.26,5649.09,Média,167,78%,Global Wings International,Doméstico,A330
621,2022-01-12,CNF,PTY,10.3,8815.39,25910.11,58875.29,Alta,124,71%,Global Wings International,Internacional,A330
622,2020-12-04,BSB,FCO,8.8,3384.41,11179.55,26660.18,Alta,105,31%,Global Wings International,Internacional,B787
623,2024-02-03,REC,EZE,11.0,8125.02,22302.97,47062.2,Média,43,79%,Global Wings International,Internacional,A330
624,2024-12-14,GIG,FCO,10.3,9424.83,31587.2,65021.25,Alta,144,78%,Global Wings International,Internacional,B787
625,2024-10-23,GRU,PTY,8.0,3373.87,9730.51,21702.19,Baixa,32,71%,Global Wings International,Internacional,A330
626,2021-04-26,FLN,FCO,9.6,2615.75,8844.36,15031.87,Baixa,67,59%,Global Wings International,Internacional,B777
627,2022-04-15,SSA,LHR,9.9,3488.17,11942.49,19601.64,Baixa,68,72%,Global Wings International,Internacional,B777
628,2021-04-15,FOR,MIA,9.6,2933.57,9247.96,21339.27,Baixa,156,56%,Global Wings International,Internacional,A350
629,2019-05-10,SSA,EZE,10.7,5808.43,19264.32,31610.58,Baixa,55,79%,Global Wings International,Internacional,A350
630,2019-08-19,FOR,MAD,6.6,3553.78,9712.8,26657.59,Média,119,76%,Global Wings International,Internacional,B787
631,2024-01-06,SSA,CNF,1.9,1109.08,2966.83,8182.03,Alta,146,80%,Global Wings International,Doméstico,B787
632,2023-10-14,POA,FLN,3.4,1075.9,3306.37,7221.05,Baixa,56,70%,Global Wings International,Doméstico,A350
633,2022-01-28,GRU,PTY,11.2,9450.56,26692.57,64560.28,Alta,137,81%,Global Wings International,Internacional,A350
634,2022-11-15,SSA,MIA,6.7,5764.11,18057.06,29572.71,Média,108,80%,Global Wings International,Internacional,B787
635,2024-01-08,GRU,SCL,10.3,7410.4,23804.5,38697.23,Alta,119,74%,Global Wings International,Internacional,B787
636,2024-03-08,REC,LHR,11.4,3806.91,10165.64,27765.93,Baixa,90,81%,Global Wings International,Internacional,B777
637,2023-09-09,GIG,LIS,6.3,2962.46,8339.61,20083.57,Baixa,34,74%,Global Wings International,Internacional,B777
638,2019-06-28,REC,SCL,9.3,9038.65,25969.49,70198.46,Alta,93,73%,Global Wings International,Internacional,A330
639,2019-09-12,CNF,CDG,8.2,3852.41,12039.78,24060.52,Baixa,60,75%,Global Wings International,Internacional,B777
640,2022-12-25,SSA,POA,2.3,1004.86,3328.75,6002.8,Alta,35,82%,Global Wings International,Doméstico,A350
641,2024-07-10,POA,EZE,10.0,5026.73,13765.95,34802.96,Alta,63,70%,Global Wings International,Internacional,B777
642,2024-11-19,GIG,POA,3.5,1342.59,4507.77,9325.57,Média,28,79%,Global Wings International,Doméstico,B777
643,2023-08-22,REC,CNF,2.8,1273.41,3812.51,8075.82,Média,147,81%,Global Wings International,Doméstico,A330
644,2024-05-18,BSB,LIS,7.7,3140.63,10758.54,16957.89,Baixa,40,71%,Global Wings International,Internacional,A350
645,2023-09-21,GIG,JFK,6.2,2431.02,8450.67,17172.85,Baixa,85,80%,Global Wings International,Internacional,B777
646,2023-03-06,GIG,MAD,9.9,4174.22,10508.88,30550.81,Baixa,161,71%,Global Wings International,Internacional,B777
647,2024-08-05,BSB,EZE,9.7,6305.96,20895.75,33971.68,Média,108,85%,Global Wings International,Internacional,B777
648,2022-04-01,REC,EZE,11.4,6235.44,17995.49,42473.42,Baixa,123,77%,Global Wings International,Internacional,A350
649,2024-06-23,CNF,LHR,9.7,6460.66,19509.46,49261.05,Alta,103,72%,Global Wings International,Internacional,B777
650,2022-09-13,FLN,CNF,2.0,677.56,1848.25,4329.91,Baixa,139,85%,Global Wings International,Doméstico,A330
651,2022-10-18,SSA,CDG,6.2,3180.41,9247.52,18927.97,Baixa,117,83%,Global Wings International,Internacional,B777
652,2024-01-10,FOR,REC,3.5,1958.28,5125.98,15055.19,Alta,13,78%,Global Wings International,Doméstico,B787
653,2023-11-23,FLN,LHR,8.3,6022.51,16464.57,46117.53,Média,140,71%,Global Wings International,Internacional,A350
654,2022-02-27,SSA,CDG,9.9,5122.49,15948.44,30800.76,Média,78,79%,Global Wings International,Internacional,A350
655,2022-04-21,GRU,MIA,12.0,4583.65,14078.29,24395.6,Baixa,102,82%,Global Wings International,Internacional,A330
656,2024-02-05,BSB,EZE,10.0,5024.8,15420.61,36846.84,Média,148,74%,Global Wings International,Internacional,A350
657,2019-08-06,CNF,BSB,2.9,1133.61,3280.49,8554.78,Média,25,85%,Global Wings International,Doméstico,A350
658,2021-10-16,POA,SCL,7.1,2892.39,9745.87,22438.82,Baixa,102,41%,Global Wings International,Internacional,B777
659,2023-01-19,GRU,FCO,10.9,10185.04,35565.82,76196.82,Alta,58,77%,Global Wings International,Internacional,A350
660,2019-12-05,SSA,FCO,8.6,9451.47,27569.24,59846.19,Alta,18,71%,Global Wings International,Internacional,B777
661,2022-12-14,FOR,FCO,11.8,7620.77,25648.05,46772.35,Alta,69,83%,Global Wings International,Internacional,B787
662,2022-09-03,POA,GIG,3.9,1122.68,3079.3,7914.91,Baixa,162,80%,Global Wings International,Doméstico,B777
663,2019-07-10,GIG,PTY,7.8,8397.97,28374.5,59190.09,Alta,160,74%,Global Wings International,Internacional,B787
664,2019-09-22,SSA,LHR,11.7,5853.73,17569.77,40441.25,Baixa,73,77%,Global Wings International,Internacional,B777
665,2022-07-18,BSB,JFK,11.1,6406.92,16669.12,36853.91,Alta,63,78%,Global Wings International,Internacional,B777
666,2019-07-13,BSB,MAD,6.1,3139.21,8153.11,22428.63,Alta,86,72%,Global Wings International,Internacional,B787
667,2021-06-06,SSA,LHR,7.9,3887.5,11366.79,23906.34,Alta,165,55%,Global Wings International,Internacional,A350
668,2021-02-01,GRU,BSB,1.5,400.0,1200.0,2500.0,Média,79,40%,Global Wings International,Doméstico,B777
669,2021-05-27,FLN,PTY,6.0,1803.49,5404.99,10929.5,Baixa,31,60%,Global Wings International,Internacional,B777
670,2023-10-14,GIG,CNF,3.2,858.88,2691.52,4431.42,Baixa,11,79%,Global Wings International,Doméstico,B787
671,2023-04-15,FLN,EZE,9.7,4558.44,15330.75,24873.87,Baixa,21,76%,Global Wings International,Internacional,A350
672,2019-01-24,POA,EZE,10.6,10518.01,27268.31,53211.63,Alta,74,85%,Global Wings International,Internacional,A330
673,2019-12-13,REC,SSA,3.8,2720.17,7573.79,15588.44,Alta,120,78%,Global Wings International,Doméstico,A350
674,2021-04-12,CNF,MAD,6.1,1727.63,4834.77,12281.18,Baixa,93,39%,Global Wings International,Internacional,A350
675,2022-10-21,GRU,JFK,6.9,2758.52,9125.56,16926.41,Baixa,138,71%,Global Wings International,Internacional,B787
676,2024-04-28,CNF,SCL,11.8,4488.77,12613.8,29111.48,Baixa,122,81%,Global Wings International,Internacional,B777
677,2023-03-12,FOR,POA,3.5,1569.19,4078.8,11950.65,Baixa,129,76%,Global Wings International,Doméstico,B787
678,2022-01-21,BSB,LHR,6.9,7229.09,18768.72,51383.07,Alta,60,73%,Global Wings International,Internacional,A350
679,2023-05-02,FOR,MAD,10.8,3831.8,11310.99,24970.23,Baixa,172,71%,Global Wings International,Internacional,B777
680,2021-02-06,FOR,JFK,7.5,3385.57,10986.64,21247.77,Média,162,59%,Global Wings International,Internacional,A330
681,2023-11-19,GIG,MAD,11.8,6060.99,17770.64,41347.82,Média,122,79%,Global Wings International,Internacional,B787
682,2019-03-07,GIG,MAD,11.5,4461.11,14937.81,31398.28,Baixa,146,81%,Global Wings International,Internacional,A350
683,2020-02-04,POA,JFK,8.4,2148.51,6581.4,14165.29,Média,64,26%,Global Wings International,Internacional,B777
684,2024-09-14,FOR,POA,3.8,1202.57,3517.39,8935.56,Baixa,132,81%,Global Wings International,Doméstico,B787
685,2021-03-07,POA,CDG,11.0,2870.31,7703.65,16601.41,Baixa,93,49%,Global Wings International,Internacional,A350
686,2024-02-23,REC,PTY,8.8,4096.65,11107.97,29411.78,Média,58,74%,Global Wings International,Internacional,A350
687,2024-12-09,GRU,BSB,1.7,854.41,2442.02,4483.99,Alta,143,71%,Global Wings International,Doméstico,B787
688,2023-08-05,GRU,GIG,2.6,1189.0,3262.35,5955.03,Média,23,71%,Global Wings International,Doméstico,B787
689,2022-02-13,FOR,GIG,3.5,985.78,2990.21,5303.59,Média,91,79%,Global Wings International,Doméstico,B787
690,2024-02-10,POA,PTY,11.6,5570.37,17755.58,36172.77,Média,31,80%,Global Wings International,Internacional,A330
691,2019-05-03,GIG,MAD,11.3,3462.62,10223.93,21829.52,Baixa,73,79%,Global Wings International,Internacional,A350
692,2024-08-04,FOR,SCL,11.7,8198.2,26287.44,53759.71,Média,113,79%,Global Wings International,Internacional,A330
693,2024-09-01,FLN,BSB,2.5,539.02,1640.94,3396.57,Baixa,25,77%,Global Wings International,Doméstico,B787
694,2019-02-27,FLN,SCL,11.6,5600.69,17659.15,31817.43,Média,50,80%,Global Wings International,Internacional,B787
695,2023-05-21,FLN,JFK,10.0,5271.2,14615.27,29591.4,Baixa,43,75%,Global Wings International,Internacional,B787
696,2022-01-18,POA,BSB,3.2,1322.62,4266.21,9864.72,Alta,165,80%,Global Wings International,Doméstico,B777
697,2023-05-21,FLN,MAD,8.9,5252.69,18132.69,38832.84,Baixa,16,79%,Global Wings International,Internacional,B777
698,2021-01-15,FLN,FCO,10.6,4506.74,15136.1,28432.57,Alta,62,35%,Global Wings International,Internacional,B777
699,2023-05-22,CNF,GIG,2.3,616.65,2061.02,4333.27,Baixa,110,83%,Global Wings International,Doméstico,A350
700,2019-09-27,REC,BSB,3.5,1071.99,3307.59,5925.8,Baixa,66,78%,Global Wings International,Doméstico,A350
701,2024-10-23,BSB,REC,2.0,591.3,1495.1,3627.89,Baixa,11,74%,Global Wings International,Doméstico,B777
702,2024-07-03,CNF,LIS,8.2,9537.18,25282.97,65292.24,Alta,50,72%,Global Wings International,Internacional,B777
703,2019-05-27,GIG,JFK,9.0,3410.71,11847.64,24505.95,Baixa,167,79%,Global Wings International,Internacional,A350
704,2024-05-18,GIG,REC,1.9,776.73,2276.4,5002.91,Baixa,65,82%,Global Wings International,Doméstico,B787
705,2022-12-10,SSA,MIA,8.1,8656.8,23675.42,56848.25,Alta,177,84%,Global Wings International,Internacional,A330
706,2023-02-02,BSB,POA,2.8,815.43,2353.54,4795.1,Média,156,85%,Global Wings International,Doméstico,A330
707,2022-09-22,GRU,POA,3.1,884.08,3063.14,4888.1,Baixa,152,85%,Global Wings International,Doméstico,B777
708,2023-07-24,FOR,BSB,2.8,1489.36,4661.19,11084.67,Alta,56,73%,Global Wings International,Doméstico,A330
709,2023-07-09,FLN,MAD,7.4,6944.87,24034.77,48196.93,Alta,55,84%,Global Wings International,Internacional,A330
710,2023-02-09,GRU,PTY,6.7,3877.94,10569.19,21621.24,Média,29,70%,Global Wings International,Internacional,B787
711,2019-08-05,FLN,SCL,7.3,3861.0,13087.28,22256.97,Média,13,71%,Global Wings International,Internacional,A350
712,2019-01-15,REC,FCO,8.7,6826.98,21434.5,40336.52,Alta,30,73%,Global Wings International,Internacional,A330
713,2019-09-17,BSB,SSA,3.9,1518.9,5215.24,11777.34,Baixa,46,75%,Global Wings International,Doméstico,B787
714,2022-12-27,FOR,CNF,2.4,1415.01,3770.0,8493.76,Alta,78,77%,Global Wings International,Doméstico,B777
715,2019-02-20,FLN,BSB,1.5,674.35,2167.8,3823.53,Média,115,77%,Global Wings International,Doméstico,B787
716,2023-07-22,GIG,GRU,3.3,1648.85,5239.38,12857.8,Alta,151,81%,Global Wings International,Doméstico,B787
717,2020-10-06,REC,MIA,6.2,1067.14,2831.08,6585.72,Baixa,149,26%,Global Wings International,Internacional,B777
718,2024-02-22,FLN,FOR,2.2,1065.15,3341.67,6815.32,Média,26,75%,Global Wings International,Doméstico,A330
719,2019-08-19,GRU,JFK,8.4,3649.63,12114.48,19131.29,Média,123,71%,Global Wings International,Internacional,B787
720,2024-10-21,SSA,PTY,10.2,3574.13,10825.94,22625.57,Baixa,33,80%,Global Wings International,Internacional,B787
721,2019-07-19,FOR,SSA,3.6,2530.33,6961.38,15197.78,Alta,83,72%,Global Wings International,Doméstico,B777
722,2022-07-05,POA,MAD,7.0,6350.31,19106.46,46023.24,Alta,48,83%,Global Wings International,Internacional,A330
723,2019-10-05,GIG,FCO,7.8,3921.72,12195.02,28319.69,Baixa,136,70%,Global Wings International,Internacional,A350
724,2024-06-08,POA,LIS,6.6,4452.86,13565.46,34804.93,Alta,61,71%,Global Wings International,Internacional,B787
725,2023-03-22,BSB,LIS,10.5,5157.53,14818.89,30449.72,Baixa,68,80%,Global Wings International,Internacional,A350
726,2019-09-16,GRU,FOR,3.7,784.0,2014.13,5516.86,Baixa,155,78%,Global Wings International,Doméstico,B787
727,2019-10-18,GRU,BSB,2.7,1162.88,3123.59,8861.03,Baixa,114,77%,Global Wings International,Doméstico,A350
728,2019-01-13,FLN,SCL,7.0,6185.71,20410.52,41126.79,Alta,40,84%,Global Wings International,Internacional,A350
729,2022-12-17,REC,CDG,8.9,7827.98,22598.83,48381.17,Alta,141,82%,Global Wings International,Internacional,A330
730,2022-02-21,FLN,FCO,10.9,4856.41,15915.09,28470.65,Média,143,70%,Global Wings International,Internacional,A350
731,2022-02-23,CNF,JFK,10.3,8028.88,22408.65,55108.23,Média,141,79%,Global Wings International,Internacional,B787
732,2022-02-02,REC,PTY,11.1,7015.46,24158.25,41461.27,Média,150,76%,Global Wings International,Internacional,B777
733,2023-02-07,FOR,GIG,2.4,904.97,2709.34,6886.09,Média,149,73%,Global Wings International,Doméstico,B777
734,2022-08-12,POA,LIS,11.7,8104.65,24268.14,50447.48,Média,44,83%,Global Wings International,Internacional,A330
735,2023-07-20,GIG,GRU,3.7,1407.69,4704.85,8396.97,Alta,42,84%,Global Wings International,Doméstico,A330
736,2024-06-14,FLN,SCL,7.4,6416.97,19086.37,43023.77,Alta,24,84%,Global Wings International,Internacional,B787
737,2019-08-14,GIG,CDG,7.6,5328.79,16136.96,29192.97,Média,87,74%,Global Wings International,Internacional,B777
738,2024-09-07,POA,LHR,11.8,6222.44,19017.85,38460.3,Baixa,89,75%,Global Wings International,Internacional,B787
739,2024-10-04,BSB,MAD,6.4,3245.86,8312.76,20036.17,Baixa,121,76%,Global Wings International,Internacional,A350
740,2019-11-02,FOR,MIA,10.8,4802.08,12193.98,32130.5,Média,36,80%,Global Wings International,Internacional,A350
741,2023-02-14,FLN,LIS,10.7,5371.59,17478.8,37275.04,Média,43,70%,Global Wings International,Internacional,B787
742,2024-07-26,GIG,BSB,2.4,1101.43,3337.69,6565.67,Alta,115,82%,Global Wings International,Doméstico,A350
743,2019-09-15,REC,GIG,3.3,1016.92,2713.51,5265.53,Baixa,38,83%,Global Wings International,Doméstico,A330
744,2019-10-03,BSB,MAD,9.8,2885.44,8228.44,19542.49,Baixa,36,71%,Global Wings International,Internacional,B787
745,2022-08-22,POA,LIS,6.9,5081.87,13338.9,38646.82,Média,18,78%,Global Wings International,Internacional,A330
746,2024-03-13,FLN,LIS,8.2,4446.5,14571.94,26168.66,Baixa,87,71%,Global Wings International,Internacional,B787
747,2022-07-11,GRU,CDG,9.7,9458.19,29414.06,66349.92,Alta,143,82%,Global Wings International,Internacional,B777
748,2024-03-01,GRU,JFK,6.5,3635.28,11595.48,29034.35,Baixa,134,73%,Global Wings International,Internacional,A350
749,2021-09-05,FLN,CDG,6.8,1458.83,3650.89,8562.99,Baixa,91,32%,Global Wings International,Internacional,B777
750,2023-03-11,REC,MAD,7.1,4431.64,13033.18,31685.2,Baixa,101,82%,Global Wings International,Internacional,A330
751,2023-06-13,SSA,MAD,8.5,5541.55,15378.02,44239.96,Alta,88,77%,Global Wings International,Internacional,B777
752,2023-11-04,CNF,PTY,11.9,6782.53,17228.61,42034.94,Média,142,74%,Global Wings International,Internacional,B787
753,2022-03-12,FOR,POA,2.3,1028.46,3118.34,6965.72,Baixa,7,77%,Global Wings International,Doméstico,B777
754,2020-03-24,GRU,FLN,2.0,400.0,1200.0,2500.0,Baixa,169,31%,Global Wings International,Doméstico,B777
755,2022-01-10,FOR,LIS,10.6,6776.06,16982.99,50616.79,Alta,60,81%,Global Wings International,Internacional,B787
756,2023-09-02,POA,FLN,4.0,1705.57,5158.66,10837.98,Baixa,134,82%,Global Wings International,Doméstico,A350
757,2023-03-01,FOR,MAD,10.3,3846.85,12113.61,29841.31,Baixa,74,74%,Global Wings International,Internacional,B787
758,2019-07-06,CNF,REC,2.3,1434.36,4907.66,8638.25,Alta,45,85%,Global Wings International,Doméstico,B787
759,2023-01-14,SSA,LHR,8.4,7912.85,23093.34,41529.38,Alta,86,75%,Global Wings International,Internacional,A350
760,2023-03-17,GIG,JFK,7.5,4174.95,12725.02,26018.32,Baixa,59,82%,Global Wings International,Internacional,A330
761,2019-06-22,BSB,GRU,1.9,883.85,2256.35,6040.75,Alta,114,82%,Global Wings International,Doméstico,A330
762,2023-02-27,FLN,CDG,8.6,5839.4,17683.89,38937.95,Média,82,75%,Global Wings International,Internacional,B787
763,2019-06-13,REC,FCO,10.8,9307.86,31252.58,57406.95,Alta,169,78%,Global Wings International,Internacional,A330
764,2022-03-26,FOR,MAD,9.0,4661.99,12253.03,34947.0,Baixa,21,72%,Global Wings International,Internacional,B777
765,2023-10-28,REC,MIA,6.3,2733.18,7491.65,14457.04,Baixa,75,72%,Global Wings International,Internacional,A350
766,2023-08-09,REC,BSB,1.6,515.17,1427.7,2648.86,Média,79,78%,Global Wings International,Doméstico,A330
767,2019-12-22,GRU,SSA,2.9,1042.64,3086.3,7693.05,Alta,165,77%,Global Wings International,Doméstico,A350
768,2022-11-08,GIG,EZE,10.6,7981.44,27801.4,53146.6,Média,98,75%,Global Wings International,Internacional,A330
769,2022-03-02,FOR,SSA,3.6,1376.19,4390.13,9843.92,Baixa,10,74%,Global Wings International,Doméstico,B777
770,2024-09-05,GIG,EZE,11.8,5480.98,18131.87,40529.91,Baixa,53,79%,Global Wings International,Internacional,B787
771,2022-12-06,FOR,POA,3.5,2722.47,8311.21,15672.2,Alta,33,79%,Global Wings International,Doméstico,B777
772,2024-05-01,BSB,CNF,2.1,716.66,2278.9,4920.03,Baixa,11,71%,Global Wings International,Doméstico,B787
773,2023-12-21,REC,GRU,2.6,1912.2,5219.69,10252.96,Alta,98,77%,Global Wings International,Doméstico,A350
774,2019-05-20,GRU,LIS,6.8,3890.84,10512.39,24578.26,Baixa,84,71%,Global Wings International,Internacional,A350
775,2022-11-07,POA,PTY,6.5,3234.7,8973.28,21699.47,Média,172,72%,Global Wings International,Internacional,A330
776,2021-08-18,GIG,FOR,2.3,599.24,1556.32,3454.12,Média,79,58%,Global Wings International,Doméstico,A330
777,2024-10-02,GIG,REC,2.3,1010.95,3445.57,6175.19,Baixa,130,79%,Global Wings International,Doméstico,A350
778,2023-06-10,GRU,CDG,9.1,10631.35,31663.15,64652.15,Alta,144,73%,Global Wings International,Internacional,B787
779,2021-05-11,GRU,SSA,3.5,608.21,1915.33,4402.27,Baixa,32,46%,Global Wings International,Doméstico,B787
780,2023-09-22,GRU,MAD,11.4,5432.32,16856.31,30136.41,Baixa,127,72%,Global Wings International,Internacional,B777
781,2020-08-10,SSA,MIA,10.2,2760.26,6915.7,21142.26,Média,93,30%,Global Wings International,Internacional,A330
782,2023-02-07,REC,LIS,8.1,4206.94,12484.6,24550.74,Média,177,85%,Global Wings International,Internacional,B787
783,2022-09-01,BSB,FLN,3.4,1523.3,3835.42,10184.59,Baixa,76,81%,Global Wings International,Doméstico,B787
784,2023-07-13,FOR,SCL,10.6,12072.28,35805.12,87633.24,Alta,103,80%,Global Wings International,Internacional,B777
785,2023-08-03,SSA,CDG,6.3,4108.39,10769.8,24111.53,Média,132,84%,Global Wings International,Internacional,B787
786,2020-08-19,SSA,GIG,3.8,721.64,2094.52,5750.01,Média,126,16%,Global Wings International,Doméstico,B787
787,2021-03-03,REC,LIS,6.1,1256.58,4159.69,6707.4,Baixa,160,45%,Global Wings International,Internacional,B777
788,2021-05-26,FLN,FCO,8.4,2656.11,7226.67,16938.36,Baixa,44,59%,Global Wings International,Internacional,B787
789,2023-12-24,GRU,MIA,11.5,12011.7,30105.77,82725.85,Alta,165,70%,Global Wings International,Internacional,A330
790,2021-09-15,POA,CNF,1.9,400.0,1200.0,2500.0,Baixa,144,45%,Global Wings International,Doméstico,A350
791,2023-01-07,GIG,REC,2.0,1151.1,3650.88,7252.4,Alta,172,77%,Global Wings International,Doméstico,A350
792,2023-09-06,FOR,GRU,2.7,1043.44,2963.99,5637.12,Baixa,119,73%,Global Wings International,Doméstico,A330
793,2024-09-26,GRU,MAD,9.0,3252.9,10912.64,20018.79,Baixa,147,83%,Global Wings International,Internacional,B777
794,2023-09-21,CNF,PTY,9.5,4745.53,15131.08,37585.86,Baixa,116,80%,Global Wings International,Internacional,B777
795,2019-09-26,REC,POA,3.0,847.53,2487.74,5829.42,Baixa,134,72%,Global Wings International,Doméstico,A350
796,2023-09-21,GRU,LHR,7.1,3773.3,11017.95,28441.41,Baixa,106,77%,Global Wings International,Internacional,B777
797,2024-10-21,GIG,MAD,6.2,2314.28,6408.71,15591.79,Baixa,17,76%,Global Wings International,Internacional,B777
798,2024-04-27,BSB,LIS,10.1,3883.03,13302.7,22196.58,Baixa,82,77%,Global Wings International,Internacional,B787
799,2022-09-14,GRU,MAD,8.5,4377.85,12427.02,27518.1,Baixa,80,75%,Global Wings International,Internacional,A330
800,2024-04-18,BSB,FCO,9.0,3111.72,9030.78,15662.73,Baixa,85,74%,Global Wings International,Internacional,A350
801,2022-09-24,FLN,SCL,7.0,2414.81,6908.9,15717.38,Baixa,8,79%,Global Wings International,Internacional,B787
802,2023-12-15,FOR,PTY,8.6,9201.07,25686.53,61815.22,Alta,82,70%,Global Wings International,Internacional,B777
